StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
VWAP8,2019-Sep-13 19:02:30.487685,2019-Sep-13 19:02:30.487685,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.180000,1,0,1,0,137.180000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514170,,,
VWAP8,2019-Sep-13 19:02:33.126799,2019-Sep-13 19:02:33.126799,FILLED,FILL,AAPL,BUY,MARKET,DAY,219.180000,5,0,5,0,219.180000,0.006000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514171,,,
VWAP8,2019-Sep-13 19:02:35.940244,2019-Sep-13 19:02:35.940244,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514172,,,
VWAP8,2019-Sep-13 19:02:36.561422,2019-Sep-13 19:02:36.561422,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514173,,,
VWAP8,2019-Sep-13 19:02:39.773882,2019-Sep-13 19:02:39.773882,FILLED,FILL,MSFT,SELL,MARKET,DAY,128.000000,-5,0,-5,0,128.000000,0.020336,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514174,,,
VWAP8,2019-Sep-13 19:02:47.714501,2019-Sep-13 19:02:47.714501,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.220000,1,0,1,0,137.220000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514175,,,
VWAP8,2019-Sep-13 19:02:51.274597,2019-Sep-13 19:02:51.274597,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514176,,,
VWAP8,2019-Sep-13 19:02:53.064973,2019-Sep-13 19:02:53.064973,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.210000,1,0,1,0,137.210000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514177,,,
VWAP8,2019-Sep-13 19:02:55.258064,2019-Sep-13 19:02:55.258064,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514178,,,
VWAP8,2019-Sep-13 19:02:56.050013,2019-Sep-13 19:02:56.050013,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514179,,,
VWAP8,2019-Sep-13 19:02:58.138772,2019-Sep-13 19:02:58.138772,FILLED,FILL,MSFT,SELL,MARKET,DAY,137.200000,-5,0,-5,0,137.200000,0.021366,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514180,,,
VWAP8,2019-Sep-13 19:02:58.138798,2019-Sep-13 19:02:58.138798,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514181,,,
VWAP8,2019-Sep-13 19:02:59.402241,2019-Sep-13 19:02:59.402241,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.210000,1,0,1,0,137.210000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514182,,,
VWAP8,2019-Sep-13 19:03:00.261242,2019-Sep-13 19:03:00.261242,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514183,,,
